=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2022-7-8_22-45-2
====================================================================================
22:45:2 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
23:4:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7314.316895, 386.931030, 9176.770508>)
23:4:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7392.894043, 388.361908, 9323.938477>)
23:4:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7325.977539, 385.951721, 9204.001953>)
23:4:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7307.433594, 384.838928, 9172.788086>)
23:4:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7307.253418, 384.343140, 9173.944336>)
23:4:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7306.202637, 383.960449, 9172.747070>)
23:4:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7306.568848, 383.604980, 9174.188477>)
23:4:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7301.861328, 383.083130, 9166.231445>)
23:4:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7301.515625, 382.526215, 9166.350586>)
23:4:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7300.946777, 381.970367, 9166.041992>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7300.895020, 381.417480, 9166.708008>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7300.406738, 380.552612, 9166.907227>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7133.670410, 380.008850, 8852.443359>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7131.101074, 379.934082, 8847.681641>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7128.644043, 379.847412, 8843.146484>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7126.520508, 379.764587, 8839.146484>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7124.819336, 379.692352, 8835.939453>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7123.289063, 379.621216, 8833.057617>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7122.064453, 379.563660, 8830.772461>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7121.121582, 379.516754, 8829.043945>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7120.352051, 379.478119, 8827.633789>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7119.645020, 379.442627, 8826.338867>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7118.743164, 379.396362, 8824.633789>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7117.821289, 379.348999, 8822.885742>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7117.007324, 379.306519, 8821.342773>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7116.296875, 379.267487, 8819.995117>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7115.711426, 379.235809, 8818.885742>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7115.063477, 379.200806, 8817.657227>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7114.585938, 379.174957, 8816.750000>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7114.177246, 379.152435, 8815.953125>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7113.827148, 379.134369, 8815.271484>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7113.496582, 379.117493, 8814.626953>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7113.185547, 379.101532, 8814.019531>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7112.946777, 379.089355, 8813.554688>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7112.696289, 379.076508, 8813.064453>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7112.457031, 379.064331, 8812.599609>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7112.257813, 379.052948, 8812.208984>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7112.047852, 379.040558, 8811.799805>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7111.867676, 379.029907, 8811.448242>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7111.714844, 379.020874, 8811.148438>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7111.571289, 379.012970, 8810.868164>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7111.415039, 379.008087, 8810.562500>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7111.278320, 379.003815, 8810.295898>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7111.222656, 379.002014, 8810.183594>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7111.167480, 379.000214, 8810.074219>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7111.118652, 378.998627, 8809.976563>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7111.089355, 378.997711, 8809.916992>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7111.079102, 378.997375, 8809.895508>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7111.067871, 378.997009, 8809.873047>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7111.057617, 378.996674, 8809.850586>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7111.047852, 378.996338, 8809.830078>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7111.039551, 378.996033, 8809.811523>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7111.029785, 378.995697, 8809.791016>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7111.023438, 378.995483, 8809.776367>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7111.017090, 378.995270, 8809.761719>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7111.011230, 378.995087, 8809.749023>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7111.004883, 378.994843, 8809.734375>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7110.999512, 378.994659, 8809.721680>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7110.994629, 378.994507, 8809.710938>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7110.989746, 378.994293, 8809.699219>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7110.984863, 378.994141, 8809.688477>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7110.980957, 378.993958, 8809.676758>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7110.976074, 378.993744, 8809.664063>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7110.971680, 378.993622, 8809.654297>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7110.968750, 378.993469, 8809.646484>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7110.964355, 378.993347, 8809.637695>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7110.961426, 378.993225, 8809.629883>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7110.862305, 378.990112, 8809.436523>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7110.736816, 378.986206, 8809.191406>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7110.627441, 378.982788, 8808.980469>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7110.485352, 378.978302, 8808.704102>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7110.303223, 378.972595, 8808.350586>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7110.147461, 378.967773, 8808.048828>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7109.983398, 378.962341, 8807.731445>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7109.815430, 378.953918, 8807.381836>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7109.633789, 378.944763, 8807.000977>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7109.479492, 378.936951, 8806.679688>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7109.320801, 378.928986, 8806.349609>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7109.229004, 378.924438, 8806.163086>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7109.119141, 378.918976, 8805.937500>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7109.009277, 378.917480, 8805.714844>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7108.884277, 378.916840, 8805.463867>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7108.764648, 378.916260, 8805.222656>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7108.650879, 378.915375, 8804.995117>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7108.583496, 378.908905, 8804.859375>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7108.522461, 378.903320, 8804.743164>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7108.456543, 378.897247, 8804.618164>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7108.399414, 378.891937, 8804.507813>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7108.331543, 378.884918, 8804.360352>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7108.265625, 378.877899, 8804.211914>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7108.208008, 378.871735, 8804.083008>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7108.149902, 378.865692, 8803.956055>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7108.097656, 378.860535, 8803.846680>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7108.052734, 378.855957, 8803.750977>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7108.002930, 378.850983, 8803.647461>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7107.965820, 378.847198, 8803.567383>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7107.929688, 378.843445, 8803.489258>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7107.900879, 378.840515, 8803.426758>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7107.864258, 378.836914, 8803.351563>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7107.824707, 378.833344, 8803.278320>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7107.790039, 378.830200, 8803.212891>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7107.756348, 378.827087, 8803.148438>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7107.663086, 378.818298, 8802.965820>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7107.569336, 378.809448, 8802.782227>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7107.488770, 378.801819, 8802.624023>)
23:4:10 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7107.413086, 378.794617, 8802.474609>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7107.356934, 378.789246, 8802.361328>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7107.296387, 378.783447, 8802.241211>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7107.243164, 378.778290, 8802.134766>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7107.161133, 378.770660, 8801.975586>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7107.073242, 378.762482, 8801.804688>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7106.997559, 378.755371, 8801.658203>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7106.923340, 378.748413, 8801.512695>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7106.866699, 378.743042, 8801.402344>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7106.805664, 378.737335, 8801.282227>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7106.758789, 378.732849, 8801.189453>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7106.687988, 378.726532, 8801.058594>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7106.624512, 378.720856, 8800.942383>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7106.550781, 378.717499, 8800.807617>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7106.487793, 378.715942, 8800.692383>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7106.435059, 378.714661, 8800.595703>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7106.378906, 378.713257, 8800.491211>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7106.329102, 378.712036, 8800.401367>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7106.268066, 378.710510, 8800.289063>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7106.203613, 378.708954, 8800.170898>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7106.134766, 378.707245, 8800.044922>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7106.071289, 378.705719, 8799.928711>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7106.023438, 378.704529, 8799.840820>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7105.972168, 378.703278, 8799.747070>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7105.922852, 378.702057, 8799.657227>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7105.866699, 378.700745, 8799.558594>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7105.811523, 378.699493, 8799.461914>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7105.757813, 378.698242, 8799.368164>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7105.713867, 378.697266, 8799.291992>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7105.670898, 378.696289, 8799.218750>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7105.629883, 378.695374, 8799.147461>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7105.593750, 378.694550, 8799.084961>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7105.534668, 378.693237, 8798.984375>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7105.462891, 378.691711, 8798.862305>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7105.408203, 378.690491, 8798.767578>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7105.357422, 378.689362, 8798.681641>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7105.320801, 378.688568, 8798.621094>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7105.281250, 378.687775, 8798.556641>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7105.239258, 378.686859, 8798.486328>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7105.198242, 378.686035, 8798.420898>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7105.158691, 378.685211, 8798.357422>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7105.121582, 378.684479, 8798.295898>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7105.076660, 378.683563, 8798.223633>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7105.040039, 378.682770, 8798.162109>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7105.008789, 378.682068, 8798.110352>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7104.974609, 378.681335, 8798.052734>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7104.944824, 378.680725, 8798.003906>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7104.927246, 378.680359, 8797.973633>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7104.907227, 378.679901, 8797.940430>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7104.889648, 378.679535, 8797.912109>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7104.872559, 378.679199, 8797.883789>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7104.860352, 378.678955, 8797.865234>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7104.850586, 378.678833, 8797.851563>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7104.841309, 378.678680, 8797.837891>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7104.832520, 378.678467, 8797.825195>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7104.823730, 378.678314, 8797.811523>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7104.820801, 378.678345, 8797.808594>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7104.817383, 378.678253, 8797.804688>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7104.814453, 378.678192, 8797.800781>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7104.811523, 378.678162, 8797.796875>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7104.809570, 378.678162, 8797.794922>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7104.808594, 378.678162, 8797.792969>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7104.807617, 378.678070, 8797.791016>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7104.806641, 378.678070, 8797.789063>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7104.805664, 378.678009, 8797.787109>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7104.807129, 378.678070, 8797.790039>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7104.809082, 378.678101, 8797.791016>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7104.810059, 378.678131, 8797.793945>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7104.811523, 378.678223, 8797.796875>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7104.814453, 378.678284, 8797.801758>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7104.822754, 378.678436, 8797.815430>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7104.829590, 378.678589, 8797.826172>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7104.837891, 378.678680, 8797.839844>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7104.845703, 378.678864, 8797.852539>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7104.864258, 378.679291, 8797.882813>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7104.893066, 378.679840, 8797.927734>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7104.915039, 378.680206, 8797.960938>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7104.941895, 378.680786, 8798.002930>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7104.969238, 378.681244, 8798.045898>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7105.001953, 378.681824, 8798.094727>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7105.031738, 378.682373, 8798.138672>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7105.067383, 378.682953, 8798.191406>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7105.099609, 378.683533, 8798.238281>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7105.129883, 378.684143, 8798.284180>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7105.169922, 378.684937, 8798.347656>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7105.194824, 378.685364, 8798.386719>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7105.224609, 378.685974, 8798.433594>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7105.259766, 378.686615, 8798.489258>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7105.299316, 378.687317, 8798.545898>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7105.340332, 378.687988, 8798.605469>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7105.382813, 378.688721, 8798.666016>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7105.431152, 378.689484, 8798.734375>)
23:4:11 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7105.431641, 378.689514, 8798.735352>)
23:4:12 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7106.731934, 378.710907, 8800.584961>)
23:4:12 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7109.833984, 378.929932, 8805.343750>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7113.209961, 379.033661, 8810.531250>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7113.221191, 379.034180, 8810.547852>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7113.232910, 379.034821, 8810.567383>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7113.245605, 379.035431, 8810.587891>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7113.257324, 379.036041, 8810.606445>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7113.269531, 379.036621, 8810.625000>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7113.282715, 379.037323, 8810.644531>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7114.085449, 379.077454, 8811.875977>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7115.098145, 379.124512, 8813.432617>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7116.012695, 379.165802, 8814.835938>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7116.663574, 379.196655, 8815.834961>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7116.683594, 379.197571, 8815.867188>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7116.705078, 379.198639, 8815.900391>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7116.724609, 379.199646, 8815.931641>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7117.336426, 379.228546, 8816.874023>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7118.170898, 379.266418, 8818.163086>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7118.839844, 379.296387, 8819.194336>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7119.520508, 379.326904, 8820.245117>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7119.551758, 379.328339, 8820.296875>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7119.592285, 379.330231, 8820.361328>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7119.628906, 379.331909, 8820.420898>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7119.764648, 379.338043, 8820.633789>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7120.021484, 379.349579, 8821.032227>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7120.253906, 379.360016, 8821.392578>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7120.485840, 379.370514, 8821.752930>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7121.200684, 379.402618, 8822.861328>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7122.041992, 379.440399, 8824.164063>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7122.798340, 379.474365, 8825.336914>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7123.328613, 379.498199, 8826.160156>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7123.439453, 379.503296, 8826.337891>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7123.540039, 379.507904, 8826.498047>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7123.640137, 379.512543, 8826.660156>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7123.939941, 379.526062, 8827.128906>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7124.358398, 379.545105, 8827.787109>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7124.826172, 379.565125, 8828.524414>)
